CPU Low Jitter (ns)	CPU Medium Jitter (ns)	CPU High Jitter (ns)	CPU Medium & Memory Intensity(ns)	CPU High & Memory Intensity(ns)
13058169	197231	8185227	10169076	7987804
6963799	186868	11687047	128539	9887212
10912554	154026	6981897	673785	9012531
9150887	134512	10017792	4136413	9017358
9819996	146700	8989674	13936957	9934704
1051405	718224	8299708	6953736	9076091
5009501	212491	5734189	11136321	9051241
14956657	629540	2130887	9851556	9925959
5943651	168003	10857503	8978959	8145795
11124389	149835	8235017	9995496	9759572
8883545	151343	9800811	9031893	10150463
10070104	350502	9390718	10953760	7964039
8057117	224052	8703912	9034066	9945615
10880895	192821	9805878	10971617	8971271
7971992	168635	9035319	8022444	9958664
9159373	151397	10035879	10986641	7224103
10859551	171745	9001283	8920533	11766617
8069655	172918	8972562	10038034	8098039
9954714	225067	9210057	9229461	10022672
8903063	135452	9733283	10939003	10979783
10227812	157084	8072912	7966451	7988906
8889320	334379	9915513	11887366	9887839
9958781	139568	9064772	8981404	10072127
7674346	129955	9896076	9038100	10070329
15440230	130453	8140108	9035913	8827046
4821396	133069	10901846	9871317	10188766
10936868	815522	7980625	9107487	10092408
11085095	65375	10044615	9936017	9823076
6923116	52841	8999555	9067944	8921084
12010254	172184	9036821	9113738	11092096
9096885	167509	9940572	24723611	8217161
8895496	95508	8363658	5151601	10656255
10001412	173097	9900545	10841921	10081978
10089603	159185	9680810	9081636	8978160
8790446	156013	7991388	9113581	9892423
11051794	368366	10155841	10952233	10071911
10026913	222634	9265941	8953496	9031196
7981610	146427	9658502	9245429	9427227
11043951	128997	8894802	10782464	9531439
7924827	253442	9009318	8857010	9905814
10050388	264012	9015899	9994292	4082957
9220929	117336	10032453	9989871	3224911
8915242	122788	9037938	9048510	12841693
9763883	151716	9035739	9995634	9025788
9036936	156797	9985017	9997979	9868160
10032085	155718	8024737	8981743	9062028
8990101	157249	10852160	10019736	8915296
9974602	172845	8086774	8050417	9320931
9856091	105060	10007855	9835980	9683858
9114876	152299	8917995	8987995	8425196
10039219	150669	9011387	9508761	9607983
8937058	151407	8986095	8707608	11034752
9940031	153124	10032187	10778219	9082249
7939984	155989	9021356	8026011	8922048
9112358	221990	9020372	10997149	7930422
10161746	155302	9905865	8017872	9952938
9854505	183196	8252215	11156987	11063994
9160295	182921	9759312	8788463	7949603
10859321	175788	9152690	9040299	24946632
8926501	209696	9935827	10002342	5105934
10166263	107287	8152423	8374682	11012617
8843021	162813	9787206	9583871	8859173
9908642	181744	9924886	10076893	10082064
7959885	172850	8132165	9931844	9948041
9111232	180211	9926388	9111034	9901829
11025342	213758	9069015	10141970	9156511
8911373	235605	9284025	9819748	10008770
9992087	171165	9080642	9901809	9890818
9915783	176270	9536754	9021482	9236720
9963683	977145	9081481	10012201	10711506
7964549	180583	9953022	9422869	8996090
10112548	215990	8991260	9970327	10123003
9137110	308791	10422540	9959072	8894741
8956041	96071	9621212	8797460	10377046
9901009	173138	9188572	9849058	9742889
9920361	176206	10175163	8943716	9000376
9064709	178861	9656877	10976443	8877424
10893411	111528	9934399	8113861	11019405
1400546	234666	9985749	11355682	9008293
3703699	4834192	10011858	8609914	938452
12950931	1923723	8966510	10072344	445640
7051894	3341879	10065281	9833646	2658210
10923162	168082	9106951	9328928	1170807
10094319	2588209	10830389	10017825	403743
8882747	913676	9179639	9738942	2501752
9904037	2956892	9778049	9944179	178536
10211515	2112359	9369979	9169714	98994
8918257	170037	10637155	9771294	1631125
10976433	2746051	7999744	8971581	14059270
7850477	243314	12050484	10134250	5824125
11064328	2740694	8087338	7907949	11059508
9134605	190872	10960930	10245124	8909070
10818464	191152	8938124	9065012	9011512
9022398	1775060	9025545	8962888	9985472
9970948	122113	9983564	9681738	9084034
11090891	9731220	9072843	9009754	8890459
8031342	194858	8983814	9974369	11031630
9893184	2742705	8851108	9105885	9019160
10080528	359076	8043136	9203288	8974087
7926746	4638331	25904238	9698535	10228924
10016085	1044166	2993234	8429117	9756593
9051651	3008358	11031219	9902674	6228226
8959476	147247	9209846	9692598	12914315
10970467	354178	9846188	9122330	8842511
7909044	4455166	7981296	11045381	10041498
9014395	1239007	10065200	7941468	9911677
10141911	2757940	8879699	7847381	9173910
9991886	235960	10985953	11145028	9853194
7915175	790291	8016280	9076013	10027594
10790205	250036	10088442	9839139	9197809
8201833	1695115	8198893	9917078	10832432
9847196	147005	10682106	9050481	9050708
9218003	813008	8501270	9019870	8922111
10823324	3032134	10580768	9303259	11032780
9231072	5103641	8987751	9691425	8866148
9802266	132732	9035322	11085159	10023143
9913772	100263	9860058	7873399	9988162
9011357	6651616	10000515	8060992	10047132
9979191	11013178	9037499	10934692	8114398
7384775	9098281	10973677	8061831	11844146
29905181	10959886	8348423	9936244	6961253
14702429	7853826	10876642	9180947	11035096
5128839	979261	9820485	9834791	8037659
12950503	8054880	9002597	8244527	12000712
7906634	11023470	9931707	22072314	9045158
10018374	4310327	8975265	6745101	8954048
9919962	616965	9065623	10886979	10968079
9117988	4993182	10071474	8250217	9021027
10960893	554385	350445	9720767	9974366
7904641	3449191	2550705	8449428	8987427
11125369	7946847	128761	10615862	9934684
9976288	14112791	1418496	8145025	9995016
9040705	8988008	11541354	959688	10110053
10014562	7979140	8935571	341365	8927131
10760089	10944033	10034698	5470303	8997089
8072924	9027245	8261254	11280097	9965340
10017394	10068130	9689397	9681451	9087945
8997485	8922779	8368684	9477409	8955783
9167789	11078600	9975616	9549540	7879219
9942622	9044719	9700269	213624	10190326
8792672	6921369	8896646	1733405	8939900
8960822	133564	9050327	5026440	9874513
9058023	7890879	9978523	11040154	8115324
10116107	199480	9055192	9029875	10846167
8847000	10640715	8905993	10261649	8022451
11188477	10051228	9264111	8657032	9989066
8713890	10006345	9809555	10177601	9089858
9028247	8933617	9021548	9936882	10950982
11159674	10016613	8921060	9899446	8056809
8991116	10046322	9071842	9002554	9982250
9946307	10001801	158583	10066824	9940470
10115545	6023351	495064	9912258	9071858
9755760	165739	5311227	8053621	465010
10071805	5858775	11924312	9934130	691576
9919330	2872224	8229648	9066515	3856553
8117501	6190691	10878549	10101291	11998456
10950075	192065	9997272	8921514	12232088
9925900	1626470	8963911	9892384	5923528
9285699	3109859	10014362	7997705	10713865
9813892	133392	8939754	10187434	9114260
8817043	5763406	11047034	9191191	9065659
11091152	9071199	9095124	9051541	27811411
7957147	4790779	9900702	9640865	1143024
11047784	502407	8927490	9970442	12805849
10122474	1183147	11051789	8938851	9972418
8850792	2458969	8353373	9023668	8343971
11077945	1948372	10666209	9398509	10733876
7946283	5003504	8039347	9659316	7358957
9925072	6005650	9894345	8978405	9689407
10036038	968981	9018193	9021927	9927759
9992503	11985326	8963763	12129634	10171238
9214631	8377811	9999475	5944078	8953625
9749540	9630574	8270782	10193464	8819949
10141244	9164728	10012416	8873728	9015474
9819804	8880442	9760199	10923827	9280999
9992152	9885378	8111083	7917446	10751573
9052296	8125318	9860179	10030454	11975925
10036650	9953178	9479612	8453979	3998176
9962893	9220623	8649532	9441663	10975692
10016838	8959381	9944323	8983505	9908071
1002866	9692716	8951764	10014561	9043839
5136259	9043757	8955041	9034125	10033428
12830128	9349800	9996114	10236013	8918696
8197084	678623	9021213	9862433	10161307
11626332	5946922	9033703	9238858	8850752
8098033	253523	10224382	10012595	24023027
9945145	4784768	9825451	9568090	5940888
10113127	2935993	8967000	10103774	10085413
9927369	11044513	8363162	9481110	10870704
8167992	9036469	9909816	9752490	9038881
11812098	9171580	9841466	9656325	9066311
9008621	10757058	8813841	10013102	10875011
8972519	8031422	9819052	9424451	9092787
11100009	11062460	8199025	11727911	9970867
8949423	8205936	286321	7421989	8961097
9910092	8694646	7940688	10491043	11074850
10108349	171326	9824366	9973895	8966643
8841472	314720	9250033	10184326	9971016
10054925	7465998	9701996	9814748	8925660
9959380	5040040	6568846	8991838	11118291
9091957	194113	27523518	239023	8900856
8921056	810548	1882840	345969	10080245
10144112	11029889	12009566	5400718	8955995
8895225	8948529	8001951	13993741	10338264
8875425	10017936	9010885	7102990	9581557
9140307	7962276	10002357	10974885	10078652
9885815	10617670	8895544	8960937	9004792
9870432	9420659	9010545	9916202	10084277
9102063	9961549	8990123	9240880	9862585
8966824	9996181	11065497	9743234	9035332
10091233	9274739	7180024	11079857	10019952
8962629	9970294	10751014	8011068	9014184
22850841	9841234	9141118	9229261	10975642
4167158	8438434	9168376	10712380	8976943
11847666	11503919	9061932	8972944	9894099
5089530	7970736	9772489	10116239	11163143
5886749	11029641	8846462	9898635	8845628
263217	7955952	8004278	9045650	9016344
138617	11096431	9916174	7869262	11115828
1481624	8921651	9201037	13256880	8816149
12309087	157701	10953263	7744654	9067395
9840389	4833257	9032714	10949770	11097216
9019178	106432	8943655	7053454	9976833
8965284	539306	8926757	10741271	9054389
9096266	11907199	8996841	12377971	8888427
11125138	9454565	9131466	5180138	11041102
9736533	9149625	9376950	11786844	9043872
8047718	10930110	8968609	9045913	10826042
12069911	373636	9494657	7848211	8053623
8996402	3544712	9179751	11052805	10928600
9895836	1568015	10912310	8008837	9015858
8987867	13511749	8222787	10030048	9939552
10092395	8065329	9649094	8189345	10043116
8913969	8917794	9988536	10644280	8962123
9992087	6022452	8097980	8184120	10262620
8939591	1346728	9935297	11892836	9735388
8975217	12543795	9075102	7945078	9154980
9171735	8315921	8975538	10039633	10869645
9876419	10719739	8978353	10013408	9909358
10093149	8996380	9915947	9020250	7965709
7937210	9314508	9090446	9879209	11991148
10111144	9690274	8996478	11075881	7884457
8850615	9846174	9972833	7886782	8982272
9140423	199288	8118617	10068541	11005015
10815640	233046	10041747	8093178	10084178
7927501	48099	9759747	10857928	9026392
11250486	59836	8022417	8981923	10833324
10034492	138518	10981363	8260177	8168538
8938287	139403	7016697	10778502	12873799
10066551	133062	10932814	9073829	5887736
8852040	241063	8202533	11068977	11152847
9806656	215070	9799539	7725410	9936288
10144874	190122	9017344	10061924	10060670
9946605	201700	8972351	9958704	8979131
9134770	454994	10020544	10051700	9071490
9943368	157561	9991152	8960322	11845290
9096604	165063	7000765	9400530	7976687
10689456	173420	10278055	8591906	11021033
9049273	201684	9671561	11079291	9031692
10918830	181178	8090987	7965218	8981024
7992107	157689	10894965	9065037	9841478
11085455	166545	8371152	9056690	10283689
9013946	158344	9564856	9757950	11021465
9071475	157008	9261152	9008939	8906088
8874325	167657	9856654	8067851	9935690
9930895	493454	8989136	10995575	8955316
9003077	298403	8873409	7944111	10069703
10066959	314556	10085268	11069542	9930601
7954983	254797	8980367	8035820	9079943
10883965	158300	11005570	9886273	10807414
8215339	159382	9098382	9374425	8010682
8740957	215349	9958113	9704409	11003289
9058746	285493	9964768	10158295	10097175
11166420	166733	9911349	8742183	7992757
257918	167334	7994008	9379942	11870101
729394	170528	10956532	9152776	8117307
3705010	196109	8189801	9478069	10891895
14203744	271518	10787495	9064076	8936828
7908490	184947	9220762	10000453	9968539
8917747	61923	10035553	9140587	10126369
11159772	157855	9744253	9073631	9053280
8963776	165732	9173849	9933188	10962101
9852093	166447	9851135	9029982	8946490
10014587	213126	9069496	10704046	9002437
9014949	264778	8896130	9409713	10889747
189105	113472	6074047	9824558	9947310
8999325	113114	965742	9735047	8149565
10008177	111922	11219390	10037468	10982850
8681931	124390	8825505	9026154	9034403
9170300	142337	9326898	10253171	9860736
9913342	85746	9742668	9741224	9972008
1032273	106314	9941919	9950841	10071382
6841616	109064	10004301	9229610	9031513
10104101	109305	8885377	10011374	10131167
9050666	110606	9106206	9761862	9943749
9940590	117135	9137241	9958745	9954827
8934429	113763	23814566	9005952	8992268
1207092	104198	4036169	12126583	9790867
6815956	202501	11113395	9102179	10018395
224525	100556	8796685	8796000	8062470
7752203	180970	10034092	9070181	11111923
11209417	197907	8206266	13054614	8053472
7903294	168552	10783182	6990482	9817380
12006856	171246	7949621	9885454	8893498
5977240	164050	10105042	9089483	10075390
924163	135612	9998880	4145629	8925390
8960477	108252	7951637	2812192	8943603
11068190	111963	8955804	11894288	10069250
154703	116297	10226888	8075804	10957512
5748594	112952	8766967	9936701	9052868
12988360	114898	9983610	9058355	9885932
9041485	114499	11092925	9130713	8993311
138403	143844	6970937	8993156	11140870
7004274	268647	10079847	9866563	9900009
786215	119726	9890523	9183338	7916620
7930963	116361	7039165	8872571	11063300
10021610	100197	12102743	9890533	8002746
190318	111566	8167562	9060762	10281512
7842129	116299	9877273	9946717	9698691
141675	260432	8825199	8576537	10145442
6889085	66081	9963946	8160633	8737654
9219467	107829	9938668	13267687	10049921
15854654	109174	9020615	6031123	9039618
2928910	109198	10491001	10944553	1880492
127344	111211	8770556	8002089	7031962
9786983	111198	9740332	10048978	10081196
235385	117147	9061937	9111372	10003117
8696246	140611	8971013	9820571	2190542
9032704	73195	9995215	9010497	1238796
200592	131158	10108654	9937179	1446837
7753840	116572	9051620	10005667	959921
11072412	112117	10843478	9108708	10097119
7932261	111742	7005988	9888674	8916417
10233219	68552	12130474	9392503	10092849
8839916	126425	6829237	9573281	1006551
9175130	104333	9271512	8127554	5883959
10809499	198149	10750583	10922394	9143965
8059469	131040	8346402	8096098	995162
8904048	106710	9694128	9905905	1149052
11181006	107680	8876108	8988114	5759011
7994694	113868	9061973	8944352	11933569
9884372	112199	9991084	9456106	1973874
10918898	113054	9028500	8927155	374132
7008394	115560	9027195	10645907	433448
10904055	145206	9951932	9078867	374889
8082255	158972	7986055	9138456	155066
10161975	110909	10961138	9756954	10680800
8830877	110090	7984930	9092973	11240173
10058778	114249	10319437	9060961	2951005
9963234	111710	200661	9934326	2150594
10089041	115857	6567284	8897016	14571055
9911667	113760	10883414	9053061	6009999
9026495	142398	9153099	10075805	12079972
9918543	236937	8913974	8019108	9019476
9091800	130640	10148068	9795805	11002104
9089490	112571	10879514	9210631	1042479
9764929	110106	8049094	9259248	4791380
9977629	118695	10962259	9526715	140595
10037419	115607	8910126	8958800	417739
9141233	337821	10010443	9060452	1296900
9789105	124236	9321892	9390326	270364
10197386	112889	9678906	9573254	174624
8861933	109749	9149516	9348114	1238129
10014594	111040	10075264	9761154	12281259
10940497	112343	9714222	8131861	12289335
8042053	125607	8071277	10774075	6738898
11217234	201789	10058486	8021629	11228558
9744856	107331	8869993	11056826	8803589
1174214	119868	8984574	8071120	9051382
4858486	114680	9175211	10850504	10041756
12915236	112251	9868226	9222206	11004525
7902082	120172	8971830	10023777	7905923
10076493	112030	8972907	9743018	8959738
10911926	108404	10023499	10006881	11110043
9123257	167511	7994054	8997571	8927603
9187725	113570	10016871	10228359	10145180
10684559	112875	9035289	9844276	9012922
8038153	107861	9934193	8908221	9896521
11927411	118583	8084244	9007041	10861444
7989887	109855	9912669	10214856	8084847
10135349	110897	3119643	9818263	11037347
10064224	116903	4143182	9087648	8965451
10052179	131511	11137247	9912121	9076166
9854633	72105	9602256	9045259	10959119
8943576	108577	9073748	8913085	6966234
9919816	106950	7892397	10062556	9913638
9134919	61931	10069275	9007131	9984248
9999570	109002	9160728	9997781	10014525
9814808	107202	9816767	8071177	9058428
8201627	108737	8315363	10919713	10117182
8892214	112329	9699554	7988369	8818613
10947040	124725	8934801	9340262	11068488
7965776	119561	9175104	9628871	9072626
832257	124610	8580517	8982496	9858264
5306430	111011	9041530	10038086	9120306
14000371	107507	14676285	8925090	9902448
6809702	107982	4666206	8990639	9982932
13008917	119503	10906156	10119419	10942453
5089634	110965	9310077	159018	7924188
11947323	111408	10004426	136705	10022354
8073550	164095	9663171	4694940	11195959
10865431	62564	9431181	11916922	8062140
11156854	107809	10042885	8001012	10841531
7848191	107863	9744874	10033981	9042921
9827586	108294	9756694	9018120	8842233
10873670	109592	9363824	8951616	10956832
8058379	110171	10110026	10048079	8317738
10942764	110830	9069406	8178715	20837461
9122653	115581	9947909	10830547	7776320
9026582	142045	9593955	7915246	14081289
8959387	65262	9878243	10072966	6955265
10030558	106157	9443711	9030043	10946652
9924476	111858	10049240	10992454	9021817
8044201	109395	9628977	7032717	10108115
9948812	107242	9922327	10329105	10984601
9019178	108200	8114194	9608644	8998432
9973149	110106	9944094	9195700	8967189
9011498	110082	9386646	10290113	10970017
9924284	395703	8981026	22482564	7942297
9944541	117029	9839976	7080183	11060563
7672173	107207	9871288	9294223	9995574
14486190	107691	9832859	9866348	9012256
6027038	111192	9956467	9775404	8889567
9973246	112262	9052158	9961832	10124289
8907770	110400	5991498	9123318	10882706
10048311	136765	2012679	9822245	10027051
8867108	188207	10952325	8001628	7920805
8986508	133149	3373238	11100770	12000592
10040267	131769	2664230	9950006	8123315
9029795	131271	1952383	8980334	9996638
8991927	132076	1473843	10149737	9018403
10229222	122759	976794	9938716	10817360
9620129	161121	988786	7869435	9073925
10242690	165112	103178	10100259	10961872
8822067	129171	111227	9128806	7931371
11032615	130349	790208	9755076	11084160
7961962	132548	98470	11083995	8973278
9128962	132293	104741	7952451	9967341
10978099	135072	777060	10094530	10146514
7869268	161979	103725	9997188	4464990
9985801	187102	134557	9925380	5005754
10004856	128758	794945	9055827	3767951
7870053	129394	258773	9925035	1134794
9039739	129804	244109	10075194	13501824
10064244	130862	500872	9941363	7884404
9842397	132246	982166	9924623	9001142
8129164	164312	994188	8324337	9163414
9837491	139268	56790	10759992	9924203
7993428	106834	122995	929200	10845900
11191615	107082	845721	7014309	8104156
8089714	162352	61306	918159	10948592
9973301	109168	49228	762082	9102330
8753107	111679	63633	4389460	10022705
10023290	114555	1806506	13887270	9732068
8251298	159191	183861	7953793	9072161
10789513	121207	101371	9058969	3077920
9071239	106911	256662	10961483	4139374
9802131	107733	1443567	9008913	11888223
10190591	107846	99032	8973590	9864120
8905602	101984	110807	9984579	10191423
12138941	111320	791080	9185462	9840216
7811710	111663	80616	10783337	9000763
10087138	145457	1905710	9031968	9024044
8966852	87121	2570637	10078162	10028998
10999577	124170	149445	7855526	10936891
9932220	106677	1322116	10634006	8092731
8003625	109236	2513330	8370038	10847905
11000016	109473	115614	11116291	9188007
9161074	110387	11978033	8885100	9927053
8893751	102405	9317810	9002960	9936422
8875364	112038	9703027	7954016	9022933
11100851	161792	79166	12047142	11016762
7939527	281040	1299981	9006181	8798050
8957161	162131	140244	9027548	14116446
10960829	130693	1785282	10129720	3820853
9104920	132243	152120	8932031	10997148
10118656	132430	783757	9969847	9192596
9868091	307618	989371	9021466	10799798
8892573	46663	118175	10941838	8172458
10022256	106221	2529093	7939703	11027860
10107520	106610	124588	12026039	9871793
9953586	107949	298020	8027248	9098279
8978409	108948	2067192	10044283	10085355
10995183	109344	41195	10948278	10856391
8019086	118573	1582858	7913688	9099929
888953	135940	161588	11069353	8889145
421304	149198	1123572	8916861	11989868
4870880	105186	92873	5301627	7852855
13852823	106382	574394	1785954	10028551
6808736	115038	202042	11984237	10038041
10003674	108161	433263	10017077	10095020
10170858	110159	1446953	8938384	8964671
7831124	109551	447379	9916117	9994015
11041392	115644	65693	10057651	9904190
7963495	88801	293578	8955083	8941096
3872229	142184	1059445	9973872	10031447
2039036	106776	182657	10022735	10170711
14019004	107456	1226543	8997155	8894429
7085008	115099	90820	10219201	11003198
11982707	108924	84440	9880222	7952459
7891196	113251	395298	9850004	12081678
11079813	131521	279518	9020589	7925752
9015611	141482	1176844	8402494	9936303
8881925	153736	1470881	10633555	10057527
12064269	105747	187665	8958081	9856033
5957496	106129	929174	9185962	9093200
12162245	106791	1977415	9764160	10848861
7915277	342772	2201789	9036496	8095845
8905267	515797	692496	10004791	9992634
11004831	116378	2550293	10019791	10192971
7940592	116300	887734	7936082	9958588
10035183	117310	2651143	10060420	9707573
8494057	110444	188310	8936366	8177208
7532544	115504	6795372	8995331	11891953
13879575	285254	276151	10296794	8001011
6136394	59741	1747434	6892092	11040975
10868310	114193	7026048	11869532	8982402
11078002	108488	9144696	8032104	11043112
6509740	115196	9972133	10039301	7983830
13480249	109148	9974434	8904379	10010649
7107961	110113	9061057	1119147	9909797
10909237	228377	9759252	6881044	9067545
8911198	107750	8950300	9921425	8980464
10946380	106976	9050687	9013187	11060282
8931785	107474	9924115	9997365	6872802
9028939	108394	8122305	10066576	9887854
11096865	125147	10194816	9984003	10184083
9125134	117805	8778876	8970818	8920895
9878893	111162	9924911	10025853	8993572
8876831	146099	8948952	10014233	9935179
11124831	76847	8329534	8920656	8156533
8868539	109594	80815	10060585	10238422
10020597	111698	8581582	9266486	8656975
10130704	108193	5026250	9664631	10920604
8779279	131445	1346250	9491900	9910894
9955187	109938	683886	8852047	9117339
9194648	111419	932619	9834918	8978712
10966751	111201	2360411	10890785	12087389
9057828	145884	1964205	9068884	7841892
10898313	157373	354556	7864281	10140014
8113389	107193	61240	9147062	8824116
9837511	121625	4340604	9796437	11340805
11066474	108653	88085	9145215	9840095
7976105	109921	81737	8903932	8976347
9919708	112814	4886551	12161497	8953188
10046307	101207	91826	6906152	11907733
8121938	146394	5842101	11136519	7925164
9955296	79394	4926567	6751437	10048892
9862534	223156	1044747	9405196	9017347
7973627	118521	8005545	9623110	11874125
11172255	108444	161223	9076118	8295186
8909887	112286	12700809	9885300	9775199
9859075	109665	2035836	8224305	9462301
10086347	115081	87568	10120822	10390659
9008819	319087	3900748	9717009	9316119
9937134	115132	1973582	9031442	9831343
10117723	116081	2024985	9918338	963278
9995329	108125	1006967	8266397	1514865
8843588	107931	932165	9937932	2494335
10929393	109750	150918	9107369	13931251
266892	110670	862449	9705849	8096553
4952945	168468	617986	9191500	9904271
927661	137964	1358130	9322703	9988949
184475	107144	661891	10492293	8918653
660793	107209	73511	8121047	11079017
5075353	107917	1010119	10934264	8058367
15017653	108709	1261736	7076922	11404283
4956139	121002	683713	11115064	8459578
11100750	129606	1314306	7761251	9972480
7980896	146135	88106	10031170	9964312
11003354	72048	155140	7906748	9063912
8953610	165848	410050	10029747	9954354
8862060	107924	1420702	9041466	10007171
10033704	108155	184122	9910066	8001351
10183822	120795	1122327	8133340	12035863
9898307	110025	44550	10907050	6975032
8955058	113957	2456696	7996559	10939505
10925039	116323	385587	9993164	7966914
8113650	124388	566560	8970954	10367663
10896115	121943	1052944	10052978	10636629
7963623	106138	1973768	8265048	9037956
11039258	122992	1081216	9710403	10006873
10018748	108358	859752	9968577	8819805
8874857	98820	1126807	9067606	9050986
11126006	110204	990287	10000649	10047673
8881510	114437	938081	8880945	8945993
8957511	241368	909628	8997656	10031875
10171101	105224	988559	9021960	9199460
9944049	130766	2114088	10091127	9949647
8816412	108049	858038	7904282	7709502
12076079	109244	3020593	11043380	11187852
7969903	109384	1113482	7959025	8020192
8907453	113315	156695	9041517	10984128
16112435	100188	793211	9907115	7905661
917813	350106	227040	8959439	11919651
14183034	114428	2778046	9051441	8019910
8790204	108317	132323	10019567	10038782
9050565	117825	175168	8049556	10969269
10091489	109805	649537	9944805	8033989
10997713	110027	183845	9073813	10863562
7024274	106530	4880730	327127	9048784
11909190	136364	1972952	206087	10036071
6889719	187814	8072437	5377062	10028914
10100340	128194	1736959	11964107	9864380
8930668	129238	3120011	8012895	9032297
10888517	130798	4012077	10073632	11461867
7342842	135806	202370	9003730	8628027
10767803	138141	862120	8924705	455149
8908683	161405	239194	10045536	7427521
10143906	131440	734460	7916307	11035815
10045784	105550	3035153	2086050	9026643
9100444	106252	1864006	7021532	8955670
10829513	107820	1963740	8948162	10926906
7966690	108298	2070492	9945779	9058423
10879874	110759	181639	9130969	9991769
10180891	111653	151227	8897073	8939636
9893843	116655	1732784	35030828	11196134
7942617	83167	148325	3010657	8766780
11016553	136101	281818	10944965	10107979
8906454	105633	1458923	9054569	9935131
10144155	106506	137058	10016900	9848011
8902328	119375	877994	9970586	9136251
8996871	109578	1053686	9002160	10862445
10141590	110694	207596	9902715	7420007
8894335	111194	704276	9032038	12586156
9970291	116183	1062958	11105910	7108575
10020571	69565	901711	8920029	10939669
10097617	383697	1073265	10023172	9124355
8809487	121128	940758	8974007	11005814
9985629	126952	148740	10048384	8868060
8176135	110584	1773904	8898938	10095536
10943950	101184	107143	9989331	8949711
8892876	136484	894139	9006736	11045000
9195963	265966	89333	9984910	9051172
10897594	158861	1032023	9081137	9839104
7953914	133539	242346	8922924	9133776
9211018	131687	710677	9364817	9950787
9902436	133930	1989972	11845279	9803126
8965944	339275	172548	6055239	9181469
10878109	70533	3779099	10234807	11013325
7905066	128630	1156469	8684758	8792345
10067541	134877	204981	9809875	11048355
11096407	136380	609491	9196036	7974086
8069379	134527	1026162	10062938	11054236
10912295	144299	243207	10817709	237118
7872515	133674	2839563	8020373	7740570
10058526	109334	179855	10880228	12051032
10016194	136172	3671492	9016432	6964221
9085788	137608	132819	9329939	4012236
9876605	146435	1995748	10680699	3986244
9009822	149228	181479	9012022	11894149
10904457	146031	81196	10035956	7108652
9043613	177450	568762	10070060	25850436
9823034	164867	84697	9158846	4274145
9230393	109533	1966805	10692872	11635676
8832807	108377	968596	9025894	10024517
10183025	108433	121392	9038799	8245374
8824087	109601	978127	10290690	10822582
10238095	113446	506546	8889762	10116064
7868448	111257	536961	9802446	9905391
10003399	185270	254511	9005915	9986819
9914551	95838	701830	11130292	7941657
9916407	105886	383601	7862593	11052548
9185380	123477	562492	9444044	8085246
9847164	109939	1132209	11639625	10769007
10033105	109603	187420	7144129	11002464
9876650	110761	138563	10795982	8076655
9009385	111841	398282	8290781	11112617
9038202	538478	842205	9775825	8788235
10951520	119454	1019276	8894751	10053424
10093842	119139	198237	9980072	8975755
9922020	130084	350062	9077206	10151708
8017761	113005	537329	8965984	10935971
11027513	146031	1883037	9990642	8978401
8052382	141547	326262	8013877	8883482
9880111	106941	844958	9918828	10999417
9000107	107521	333959	9111207	9008214
10016791	107818	1538649	9890302	8952215
9897316	115190	937989	8311702	10042357
8093958	132393	202111	9750184	10085489
9028678	134547	801310	10132873	10959295
10876800	194766	175653	7810295	8124788
8156909	83528	754954	10163871	10722241
9901131	105777	1136814	8771991	9088061
9243320	106853	116087	10122807	9934978
748350	108508	428420	8945062	10025721
453240	108829	414440	8952268	10143379
3848491	292264	973588	9054695	8970223
14728719	154082	378997	9994290	11830733
6865073	131150	643207	8925875	6977422
12086033	106389	975437	7992529	11039845
7013144	106995	1007017	9984704	9209207
11009511	107918	172417	8958202	10876573
7969343	108686	809117	9384446	9056636
10005542	110990	152236	9076390	9793134
8960168	116196	867766	9564048	10117518
9082166	136747	1009303	9080331	7831412
8927147	71910	437647	9892848	10154765
10067363	116004	559485	9054954	11136143
9827838	106778	142581	8932078	7736906
9214908	107124	1838145	9010390	11092685
9882861	115033	1009885	10011542	9044863
8806244	109779	334375	8972914	10858216
11013686	113694	1657090	9041987	8020472
8012890	112476	441364	9033923	9014697
10103449	136874	528333	3948780	10115375
9031583	54208	384379	3327583	9023440
8974330	105626	641350	12700634	9821126
9932770	112573	881664	7978809	9158319
8078012	113223	1052401	9004080	10791676
10878666	853122	951875	9561901	8169888
8896776	108046	105100	9370074	11874513
9031863	109411	914526	9118978	8022996
9478805	109986	1063226	8888983	10878114
11501487	112412	207016	10082982	9017510
6062603	110915	658866	8933311	8988127
11889792	100604	226050	9041888	10974142
10102980	188182	738810	9350108	8044782
2263854	110490	2027653	9490031	10931318
1944150	108819	216284	8011575	10044219
12688907	107344	842912	10008103	8910835
2855145	108247	937902	10113423	9973550
2136098	109066	1114253	8351667	10056452
14260056	5413940	177055	9612104	8956394
183188	14029935	672381	10171035	10034837
885540	8111625	181619	7871551	10172752
1196204	8797776	819031	9977188	9818957
13684437	9031490	3023722	8900056	9206592
6694327	11116373	958255	9999416	8739652
10087967	8106708	2303816	8032939	11001756
10989672	9218712	167148	10197703	9098288
6980860	116686	516873	8765370	9850751
10003092	118590	168655	9971105	10029440
10055615	74667	219679	8013891	9012571
8933129	313105	1676610	10006394	9993797
10911787	81240	166322	8143589	9131832
9063694	113487	1854972	10802254	10998970
9946411	82477	204122	9042033	9866776
9042105	107045	191744	10031094	8909829
