CPU Low Jitter (ns)	CPU Medium Jitter (ns)	CPU High Jitter (ns)	CPU Medium & Memory Intensity(ns)	CPU High & Memory Intensity(ns)
11140682	108074	454606	7907666	9993597
7755662	108728	4059898	9977529	8972886
11154173	128270	162189	9061089	9991075
8985984	135593	192790	8947701	11324503
9992591	4420856	3675637	9620025	6926209
7996788	99273	85460	9439986	9037980
10861558	90462	786901	9027330	15828486
10007190	121085	5066573	9995807	3914490
8961718	122011	162971	9013878	12128349
10223339	95138	882379	8973472	9797811
8860482	69315	168401	9018787	8041422
9993149	137877	231029	9476803	11147919
7879744	105768	1501300	9398944	272204
11079976	106483	6204251	9088295	664988
8002533	107074	82782	9099299	3846983
9950922	107796	5819514	9323363	13001787
10077386	109995	2907102	9854278	8029267
8950527	109681	1054651	9845435	11078437
9925953	115308	447501	9860003	9034312
10205457	115917	3608647	9949222	10769254
9812184	124016	1965843	9214791	7976334
8144539	105782	7037079	10139564	11110904
10938528	94865	857637	9662502	8873404
7811623	106607	4063690	9144205	10141317
10132469	107620	2956625	9847711	10158753
8890088	108707	1242676	10093792	8805585
10077760	110347	4943672	8971018	10038354
8902795	115742	1935874	10014020	9982404
9023705	121757	286754	9926639	9912256
10125555	121650	308969	8983042	9032459
9019765	105776	282847	10059177	10940476
8939171	106428	1047505	9296552	8968231
9923084	98498	91544	9620279	8981879
9130498	107974	2324979	8351873	11091817
10759251	108424	476391	10738267	7985603
9104289	109354	365888	8952208	10902028
9918695	318956	1744769	8920362	8899791
8992043	88814	369078	9999447	10029403
10233152	114095	1605579	8158489	10993787
8856822	107007	917156	10123186	8122781
9969724	107560	1088897	10780244	11868855
7887851	110900	460306	6970666	8000500
11173202	90940	497996	9987609	10001830
7833146	107224	970457	10051306	9085751
10936073	164289	1046871	8930802	10968238
9105673	130405	987578	10453983	9009130
9027396	105670	503703	9590003	9937907
9887355	105872	484020	9373243	9107393
8186386	107127	1036718	10596264	10782491
11886339	107753	450507	9020813	9162767
7842700	108699	526186	10017070	8841679
8231754	101379	881984	9005182	11162972
808788	114810	1057630	10028947	9902061
9175240	148863	1062519	8982143	8957227
10931677	105967	453640	9006846	8915226
9143224	105026	490532	9937528	11115117
11795748	106140	470998	9012677	8998026
902684	106888	431194	10167895	10257871
4073181	124486	2064095	9883874	9715249
12013871	589857	1081539	9008391	7895344
9252464	133245	92020	882854	12093717
8590434	114796	1174619	614427	5973405
11113692	84897	709490	321709	12030801
9013899	113526	1999774	2457263	7920085
10004792	109799	992947	12744262	11010961
4865395	110154	994159	7904732	7909982
1066002	135773	1865143	11041894	10006648
12938732	141315	1352476	7452948	10045946
7944500	105662	757792	11539468	8876477
11129957	107940	990311	8031946	10172154
8066279	96306	1936207	8965790	9945160
9923980	107570	1050790	7448558	9944996
8805082	108721	3028674	14502534	8984103
1240955	109422	108897	4915350	768585
6776592	114658	5882658	10182588	6196031
11105345	342097	959039	9129783	13059067
9162280	113234	941911	9008736	333482
161943	107148	2993901	9735249	6747744
6747029	107673	1039734	9102207	10925514
27959438	109446	3137188	10946191	8963926
2996466	98144	208023	6983394	5962878
11956897	110151	2684806	9989700	13969842
98080	245906	380251	9035427	507531
6848545	83090	7541286	10022060	2416510
9910982	135650	1389665	8086863	2068248
10239128	107229	3607870	9875134	12951136
10877104	107639	6026768	9932623	8053863
7944708	108424	10901542	8965995	11009444
11010558	109113	10040327	9133456	8889282
8854609	167404	9012683	9903867	10122377
9066604	141247	10021583	9010881	8954486
12009866	105059	4919357	10023402	11131288
929695	105411	1950502	7995117	9913971
5102164	106461	4046114	10132714	8993744
12020344	107492	2080882	9833639	9982958
9137918	108486	924282	7231341	8912183
9846245	89447	1033000	10645916	129637
9847868	109955	7014981	7998135	7911816
127811	135469	1402716	10037673	11939587
6911654	67977	184462	9039467	9050170
12024743	116147	5446784	9928490	9978479
7046115	106934	1854346	7968590	11933244
10930231	107461	178112	11031349	6042605
7115902	107833	4931775	8059546	10037183
10849150	110687	88026	9967362	11242922
8242931	114558	2897929	8993093	7257145
10814012	113088	1031491	8957631	14418791
7923201	136442	1923896	10212582	5008223
10127285	74963	1014954	9807980	12057616
9018771	104477	2979015	9436345	10028993
9983065	105567	149089	9885288	9037194
8871377	107620	3028826	9790945	9842222
9139858	107005	1889856	9917804	10175552
10829523	108079	151097	9984784	8110300
9047237	108510	115139	9256941	9662325
9073467	109851	2646973	9965419	8967324
11090171	127730	173219	9793911	990485
7849483	73076	292417	9994117	8080555
11948669	157824	961084	10025455	1532083
9057042	115339	3650360	8995565	4370947
8964685	106493	350953	9314651	13017531
9954726	108528	532640	9633889	8961219
8895383	108375	462083	10021340	1295071
11200350	109752	3561866	8940165	5713695
8958598	112620	487192	9060388	11900437
9766155	357077	1532463	8991140	8108571
8975445	114001	2002766	9958632	969752
11164106	104620	1964483	8972860	7258084
8013183	108739	182529	9068848	11734960
10028462	107744	2915971	10947068	8981895
8829809	108610	413006	8075255	10940681
11112520	109136	994068	9916575	8115723
8815384	164189	88918	9969875	10834446
11968062	64437	3497424	8050779	8149575
6033320	86160	180107	9992959	12948650
12959221	105863	1794046	9001333	7156687
7279871	106284	395827	11085100	9882643
9707122	111719	2586781	6917412	10006297
10180942	108046	211451	10128423	9859948
8078792	109087	2720042	8896212	9087459
10888856	111732	73977	9990670	10028656
7917246	238219	1419571	10081294	11932115
10131817	105254	72217	7852962	6124134
9835793	106268	442690	9005266	11944648
8961638	107258	1481359	9584021	8911441
10098332	109156	63335	9419057	10113751
9990358	113088	909442	9974612	9931118
9887727	100175	972629	8995959	9037928
9986993	111694	70805	11076766	9947511
9064149	243204	899675	8880529	10940211
9869613	105114	165041	9288463	8897085
8932560	116985	2536632	10805573	9048986
4196042	106545	433007	8978830	10022708
3855171	116300	137551	10038317	9950939
11056171	108223	788315	9870836	10092253
218259	109434	87576	9072783	8919399
1104587	103160	907448	11028407	10986438
2922501	138010	137393	8924417	9047449
13821742	73480	878963	9090450	9970940
6805412	105323	78914	10049892	9796178
10984650	105657	884587	11068031	9091660
8929310	204775	127411	7845677	9095626
9098537	203669	1443600	2211057	10218268
10237687	159065	1462215	4866386	9626386
8759114	238605	947040	11956417	10011004
8896260	119404	932681	7985382	8939375
9315833	110516	73114	9893908	10027940
9763355	112044	591849	10290249	9958419
8914177	113703	393537	24795767	10029117
10026020	113866	591245	3996365	10047445
8228390	136058	350306	12081804	8124282
10703553	138585	122333	8228663	10888316
9065178	429624	117679	10670791	8034291
9902656	103894	1827745	8922093	9928219
9991228	140835	524109	10001434	9082233
9085034	4496684	1475454	10097485	8895146
10966694	10954908	513865	9925799	11233831
8946366	10098947	1472434	9053178	9773585
23388553	8919155	88579	9911459	8055188
5900701	10279140	423155	10132409	10052330
9726401	8815284	627562	9189944	10942245
10058623	8878622	856829	10798730	9102871
9125384	9038080	2100486	8885833	9940575
10826553	10055504	2434550	9381718	8807954
9002726	8933555	436679	10627528	11169244
9972573	10009753	100534	9242402	8837968
9003317	7975789	1519608	9746836	9069242
9979149	10135816	415840	10069092	10862517
9084408	8868385	2994167	8948867	8992477
11091755	10202744	50126	9999638	9331763
7791334	8867077	1076989	8947724	10706253
10104148	7878417	62024	8037988	8974196
10899154	11107624	813013	8901538	11117827
8047665	8873935	57996	11112106	8894318
10976811	8046357	912547	8910457	8961879
8933344	11058110	989850	9016087	11067940
9989978	1986052	89691	10000407	9015639
10020993	4158609	1916188	7990140	8920758
9052208	10755197	1012956	11098660	11010466
9915103	9070632	69496	8876287	11954788
11106040	9951024	428072	8968478	7127072
7918907	8037996	1465253	10018629	10050557
10273187	10919886	83519	10126475	8830276
9683828	7147093	934697	8918168	10085090
10091408	10843238	135602	11029710	10004492
9024630	8050489	103661	8897371	9899558
9994278	10876206	743445	8997829	9024292
10884753	8101881	89723	11101915	10011485
9194378	10107014	921370	8950466	10021484
8817998	8851257	130866	9959209	9958272
10257822	8946418	115654	8979650	8929034
9691673	9072743	728616	11008190	10984113
10018129	9922889	151227	8960220	8095716
10025172	7958611	77151	10314464	10102968
8958843	11006521	401853	9660540	9002263
10017865	7278567	344206	9014609	1817763
10128964	10788161	147401	10187765	1499266
8861041	7943035	101605	10031586	2569869
10081836	11002648	53839	9906433	13913389
9935401	7953633	310477	8919990	8127456
9962821	10059750	424272	9945788	9834640
9008720	8990369	164449	8999706	9914493
9984414	8956816	445094	10018130	9124694
10345566	8976458	351111	9253483	10116828
8689560	11066988	1006338	9982003	9020499
8124679	7124713	99615	9920097	9809169
9751849	10797006	881684	9838150	11021333
10044304	7989525	120747	9436910	7963998
9076693	10060218	892660	9824131	9944221
8830683	8966646	120015	8908289	10210628
10123163	10006030	74685	9785769	9825529
9952439	7947079	835730	10064217	9981880
9034345	10037334	993928	8889150	9051405
10994209	9007239	61529	9005030	10861217
8920650	8992826	96328	9026679	9116587
10038976	9039630	818350	10963799	8969217
9998636	9903885	111325	8415211	11218975
9091381	8360305	82175	10546356	9724028
9890865	9916550	791316	9064801	7959838
9983347	9751544	97518	11043700	11012311
9055851	8149193	146116	8962033	9100958
8932085	9778172	735312	9035128	10847737
9041365	9011978	150108	9940852	8098495
10044414	10078307	833275	8996428	10926407
8246062	8965157	133781	10130871	8940772
9976713	9013220	59108	8304739	10050013
8736682	9239082	160696	8871506	8151143
9891933	9694664	323408	11141542	10767918
7055821	8010530	359514	9499353	7954080
11941238	11057923	117143	7959131	10008552
9082363	10042440	398962	10053451	8004220
9930869	6941981	491726	8963404	11014349
9396245	10924120	119646	11014376	10048739
10628155	8996126	104264	7184089	9035332
7936449	10348474	837037	10835580	10025611
13178683	9736055	909799	8277499	8981445
5823717	10000618	88975	6663918	11012227
11186015	8975431	76337	13089346	7948201
874967	9990616	858369	385564	10008625
6005941	9017107	104605	266499	9982215
11129232	9959316	74636	4269012	10018001
9954113	8949580	410411	11989969	8843440
8959475	12050156	422294	8183222	10138829
9013258	10126402	127099	8240001	9942493
10023370	6339650	852624	10954928	8990563
9150156	10562307	164977	8553241	10160287
10238672	8932304	76889	9042183	9736184
9434164	9059047	607337	11061752	10085537
9222509	9089558	378446	6880080	9075737
10844752	9832554	762883	10115709	10061510
9041882	10015352	150252	11061030	9796023
10070068	8021710	83104	8044185	8928652
8254064	9197571	745601	9762897	11046086
13669671	9887367	165029	7148723	10094737
5969167	8908327	161982	10327533	8021825
9935272	9979766	704335	9635805	10902227
9483533	8241026	1047426	8056023	9193410
9534463	9821378	55172	9859637	9734541
10125142	10031049	913598	10034215	8958542
8026577	9160883	52460	8933463	10069974
9787491	10167280	919232	9026504	8882276
9040717	649248	47534	9984400	9030042
9106716	7099560	119285	9042617	9007979
10945570	1038452	439351	8906569	10398675
8048333	9816776	374084	9394922	8719903
9901406	8401585	3003119	9679758	9849194
8237921	9824320	4628444	8944146	10167380
9712448	9732698	922015	10175707	8825960
9266440	10189561	3995772	9085763	10253886
9838210	8932166	11997063	9192425	9873671
8978419	9040859	8467218	9557947	9823636
9885796	9104385	9828910	8964650	10103748
9056377	9813146	9745406	9302564	8027767
10033564	9007595	9993585	9704347	10978758
8165708	2237286	9945614	9056515	9958748
10868881	1057960	8345444	8967314	7073831
7918825	2745126	10749913	9266244	14892645
9959802	9791266	9901079	9679365	6053522
11119786	10020398	6030944	9028212	10093506
8926219	3259605	131512	8993164	11797062
9950673	100610	12954132	10025111	7989026
9161585	467555	7394707	10149756	10011765
10281375	401359	10532329	7829192	9043305
9616150	115080	10000184	9028036	10972809
10028512	9108062	8962497	10949550	9147502
8931912	1001435	11032831	8052071	9757338
10021291	810843	8304165	9973980	9101580
10056513	1709197	10164212	9014186	10915486
9871827	2034211	8653153	10031443	9131061
8972607	11296659	10994188	7927835	9934057
8984528	9810818	9880380	8940186	9009843
10346342	8987853	9001376	10006297	11007319
8852954	10044781	10207577	9019623	8905886
9889986	269567	3908626	10005729	10036309
9953656	69787	175911	8996151	8960053
10054088	57136	1666434	8383643	11043069
8126033	67326	12000237	9596800	9880475
9798763	151970	11126225	10003585	9032152
9020927	166579	163714	8962746	9088388
9992032	566265	2833931	9329479	9950856
196207	62561	1030250	9702924	9975918
5793041	78585	147349	9015559	9941933
166001	145074	1833445	8985395	9053531
149499	109881	1978638	9457959	9909746
8717262	153587	449375	9471221	9971739
9950272	176054	692432	9024341	9029539
196655	116274	835297	8992237	11013085
5752413	112439	1878845	10018309	7003614
11127771	117872	1016348	9076331	11018130
9968125	103684	125815	9930079	8938303
7007570	152290	1887419	8188038	10047438
11951451	85786	1057138	9849928	8929545
107618	112771	167240	9222709	9098218
6894844	107519	1753144	9779257	9139589
121039	108840	1031203	8136150	10904026
6805921	109992	212940	9776201	8097652
12103011	141467	1797894	9031705	10745680
7957466	179436	1305456	9147416	11116062
70923	163456	2667296	9824435	7829094
7903341	111523	987564	8440906	10979764
10035094	112805	977680	9817161	8180449
8943296	114959	2974689	8993570	12006116
10130710	129902	140915	9798574	7806206
9975882	112731	133204	8975848	11111968
9926901	114189	1747441	8976184	8939195
9961914	116455	94201	9989549	10048324
8995299	153455	1821628	8099775	9948322
10085265	80428	3038786	10122411	9081975
9929892	106293	2031556	9039565	9946139
9033476	107377	146143	9691578	9992508
10959003	107394	305961	9031407	9832609
7020059	117853	3533431	8963645	10063174
12969064	110866	75808	9421742	9026071
8004324	112838	3991689	9563249	8901250
11013885	115005	242149	9073610	11151099
10997735	163469	1044524	10057374	8028573
8116430	154917	993710	9955175	10775175
112588	108501	2619776	9018789	10134068
5799591	109084	1030212	10950664	9079837
12993751	109543	385374	8036196	9815909
8132864	111394	2530066	7662483	8936995
8839896	111003	967494	14349589	11084527
8954699	113366	494892	4941864	8070928
10016541	142041	86477	10902075	11987251
3068408	78473	936286	7390577	8045663
3946557	431825	64662	9982279	10932304
9966586	128690	1940291	9000065	8056586
10037852	111003	2565536	9647245	10769892
7951686	112268	412465	9057108	9991910
10276172	344410	569882	9921002	9162843
8962467	122768	435534	8312308	8837408
10799130	110692	160460	9695555	10955157
8354284	108688	813753	10025274	10046874
10642026	136011	1018799	7950180	9285970
9085595	111668	1914527	9983362	9609124
10145035	111838	128629	9100262	8989776
9047333	601353	1549904	9932966	10094595
11100234	120259	70380	8060762	10078319
8744095	118772	391710	10230524	8845669
9869948	70675	114722	8917704	11012323
10056573	83685	811059	9814725	9055803
9322099	145123	1049470	8993062	8913715
10603682	125160	1003409	8988730	12127016
9080611	108812	66073	10066529	8908225
961972	108280	924610	12222234	9001023
7995320	108870	510671	7786361	9940693
185852	101313	1512672	10050704	9219726
1791091	301703	2435601	11936245	10926306
239705	324244	1086054	7065887	8070602
111461	118818	1998149	9816298	11774655
1676424	116484	2080577	11214829	9116006
14018762	121874	1031043	8776316	9982839
8072603	111284	7873822	10027138	9018063
